11_PHM_C06_SS_NT_10K_HighNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
21-Jun-2023,11:01:52,PHM C06 simple (NT) HBD-SS,0.01,0.1,data\PHM_Tool_Wear_Data_C06_0p13.csv,1,-1,-40,0.13,0.9,800,348,Separate test set.,40,binary,11_PHM_C06_SS_NT_10K_HighNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.4776,0.066,0.38,0.0888,0.4504,0.0651,0.4324,0.0691,0.4186,0.0735,0.42,0.62,0.52
DQN,0.9909,0.0287,0.47,0.035,0.8098,0.0232,0.7071,0.0282,0.6366,0.0315,0.005,0.53,0.2675
PPO,0.3483,0.311,0.055,0.0438,0.1559,0.1155,0.1131,0.086,0.0917,0.0708,0.105,0.945,0.525
REINFORCE,0.7367,0.0687,0.93,0.0483,0.7678,0.06,0.7949,0.0532,0.8205,0.048,0.34,0.07,0.205

