3_PHM_C01_SS_NT_10K_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
20-Jun-2023,18:13:07,PHM C01 simple (NT) NBD-SS,None,0.0,data\PHM_Tool_Wear_Data_C01_0p12.csv,1,-2,-40,0.12,0.95,800,348,Separate test set.,40,binary,3_PHM_C01_SS_NT_10K_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
DQN,0.4833,0.4743,0.03,0.0258,0.1168,0.1019,0.0738,0.0637,0.0559,0.0482,0.02,0.97,0.495
PPO,0.4875,0.2804,0.1,0.0624,0.2507,0.1275,0.1897,0.1024,0.1577,0.0888,0.13,0.9,0.515
REINFORCE,0.9136,0.0639,0.97,0.0422,0.9239,0.0563,0.9324,0.0507,0.9401,0.0465,0.095,0.03,0.0625

