7_PHM_C04_SS_NT_10K_LowNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
21-Jun-2023,10:21:37,PHM C04 simple (NT) LBD-SS,0.001,0.05,data\PHM_Tool_Wear_Data_C04_0p098.csv,1,-1,-40,0.098,0.85,800,348,Separate test set.,40,binary,7_PHM_C04_SS_NT_10K_LowNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.46,0.0867,0.4,0.0816,0.4444,0.0794,0.4335,0.0769,0.425,0.0765,0.48,0.6,0.54
DQN,0.2,0.4216,0.015,0.0337,0.0565,0.1243,0.0363,0.0808,0.0277,0.0619,0.015,0.985,0.5
PPO,0.5031,0.0804,0.475,0.1419,0.4953,0.0916,0.49,0.1012,0.4859,0.11,0.455,0.525,0.49
REINFORCE,0.7129,0.0497,0.97,0.035,0.7525,0.0461,0.7875,0.0429,0.8211,0.0399,0.395,0.03,0.2125

