9_PHM_C06_SS_NT_10K_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
21-Jun-2023,13:23:43,PHM C06 simple (NT) NBD-SS,None,0.0,data\PHM_Tool_Wear_Data_C06_0p13.csv,1,-1,-40,0.13,0.95,800,348,Separate test set.,40,binary,9_PHM_C06_SS_NT_10K_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.4901,0.0884,0.495,0.0926,0.4901,0.0854,0.4904,0.0843,0.4909,0.0843,0.52,0.505,0.5125
DQN,0.3333,0.4714,0.02,0.0258,0.0781,0.102,0.0492,0.0638,0.0373,0.0482,0.025,0.98,0.5025
PPO,0.2943,0.2427,0.055,0.0438,0.1529,0.1216,0.1122,0.0891,0.0913,0.0725,0.125,0.945,0.535
REINFORCE,0.9875,0.0395,0.53,0.0978,0.8377,0.0681,0.7489,0.0822,0.6861,0.0896,0.005,0.47,0.2375

